index,start_time,mode,map,place,duration,nickname,legend,skin,kills,assists,knocks,damage,time_survived,revive_given,respawn_given
202,2023-03-10 11:24:00,ranked,worlds_edge,13,5.0,TAane,bloodhound,,0,0,0,126,247,1,0
202,2023-03-10 11:24:00,ranked,worlds_edge,13,5.0,ksyron,catalyst,,0,0,0,307,247,1,0
203,2023-03-10 11:30:00,trios,broken_moon,8,8.0,AetherealTea,wattson,haute_drop,1,5,1,747,430,0,0
203,2023-03-10 11:30:00,trios,broken_moon,8,8.0,UnderLight,ash,,2,2,3,863,430,0,0
203,2023-03-10 11:30:00,trios,broken_moon,8,8.0,ksyron,catalyst,,5,0,6,673,430,2,0
204,2023-03-11 09:03:00,,,16,4.0,AetherealTea,wattson,dire_wolf,0,0,0,0,-1,0,0
204,2023-03-11 09:03:00,,,16,4.0,ksyron,catalyst,,0,0,0,274,-1,0,0
204,2023-03-11 09:03:00,,,16,4.0,NiFaLeM,fuse,,0,0,0,18,-1,0,0
205,2023-03-11 09:21:00,trios,broken_moon,15,4.0,AetherealTea,wattson,lightning_spirit,0,0,0,262,172,0,0
205,2023-03-11 09:21:00,trios,broken_moon,15,4.0,ksyron,fuse,,0,0,1,292,172,0,0
205,2023-03-11 09:21:00,trios,broken_moon,15,4.0,Unknown,,,0,0,0,75,171,0,0
206,2023-03-11 09:25:00,trios,broken_moon,20,2.0,AetherealTea,wattson,haute_drop,0,0,0,3,50,0,0
206,2023-03-11 09:25:00,trios,broken_moon,20,2.0,NiFaLeM,fuse,,0,0,1,3,50,0,0
206,2023-03-11 09:25:00,trios,broken_moon,20,2.0,ksyron,catalyst,,0,0,0,106,50,0,0
207,2023-03-11 09:28:00,trios,broken_moon,8,5.0,AetherealTea,wattson,electric_camo,0,1,0,132,142,0,0
207,2023-03-11 09:28:00,trios,broken_moon,8,5.0,ksyron,catalyst,,2,0,3,446,255,1,0
207,2023-03-11 09:28:00,trios,broken_moon,8,5.0,NiFaLeM,fuse,,1,1,1,224,141,0,0
208,2023-03-11 09:34:00,ranked,worlds_edge,12,10.0,AetherealTea,wattson,,1,0,1,212,433,0,0
208,2023-03-11 09:34:00,ranked,worlds_edge,12,10.0,ksyron,catalyst,,1,1,2,1139,510,0,0
208,2023-03-11 09:34:00,ranked,worlds_edge,12,10.0,NiFaLeM,fuse,,0,1,0,134,510,0,0
209,2023-03-11 09:45:00,ranked,worlds_edge,19,3.0,AetherealTea,wattson,kawaii_kitty,0,0,0,105,90,0,0
209,2023-03-11 09:45:00,ranked,worlds_edge,19,3.0,ksyron,catalyst,,0,0,0,34,87,0,0
209,2023-03-11 09:45:00,ranked,worlds_edge,19,3.0,NiFaLeM,fuse,,0,0,0,46,107,0,0
210,2023-03-11 09:48:00,ranked,worlds_edge,16,7.0,AetherealTea,wraith,,0,0,0,129,282,0,0
210,2023-03-11 09:48:00,ranked,worlds_edge,16,7.0,ksyron,valkyrie,,1,0,1,334,269,0,0
210,2023-03-11 09:48:00,ranked,worlds_edge,16,7.0,NiFaLeM,fuse,,0,0,0,101,282,0,0
211,2023-03-11 09:55:00,ranked,worlds_edge,16,4.0,AetherealTea,wattson,lightning_spirit,0,0,0,207,175,0,0
211,2023-03-11 09:55:00,ranked,worlds_edge,16,4.0,ksyron,valkyrie,,1,0,2,157,174,0,0
211,2023-03-11 09:55:00,ranked,worlds_edge,16,4.0,NiFaLeM,fuse,,0,0,0,86,174,0,0
212,2023-03-11 10:00:00,ranked,storm_point,1,7.0,AetherealTea,wattson,haute_drop,0,0,0,145,-1,0,0
212,2023-03-11 10:00:00,ranked,storm_point,1,7.0,ksyron,valkyrie,,1,2,4,770,-1,0,0
212,2023-03-11 10:00:00,ranked,storm_point,1,7.0,NiFaLeM,fuse,,2,1,2,75,-1,1,0
213,2023-03-11 10:07:00,ranked,storm_point,13,5.0,AetherealTea,wattson,electric_camo,0,0,1,390,182,0,0
213,2023-03-11 10:07:00,ranked,storm_point,13,5.0,ksyron,valkyrie,,1,0,1,105,100,0,0
213,2023-03-11 10:07:00,ranked,storm_point,13,5.0,NiFaLeM,fuse,,0,1,0,90,151,1,0
214,2023-03-11 10:12:00,ranked,storm_point,15,5.0,AetherealTea,wattson,dire_wolf,2,0,3,259,215,1,0
214,2023-03-11 10:12:00,ranked,storm_point,15,5.0,ksyron,valkyrie,,0,2,0,355,215,0,0
214,2023-03-11 10:12:00,ranked,storm_point,15,5.0,NiFaLeM,fuse,,0,0,0,228,215,0,0
215,2023-03-11 10:18:00,ranked,storm_point,12,9.0,AetherealTea,wattson,kawaii_kitty,2,1,3,604,487,1,0
215,2023-03-11 10:18:00,ranked,storm_point,12,9.0,NiFaLeM,fuse,,1,1,1,152,487,0,0
215,2023-03-11 10:18:00,ranked,storm_point,12,9.0,ksyron,valkyrie,,5,2,5,731,487,2,0
216,2023-03-11 10:28:00,ranked,storm_point,12,5.0,AetherealTea,wattson,,0,0,0,136,253,0,0
216,2023-03-11 10:28:00,ranked,storm_point,12,5.0,ksyron,valkyrie,,0,0,0,76,206,1,0
216,2023-03-11 10:28:00,ranked,storm_point,12,5.0,NiFaLeM,fuse,,0,0,0,129,218,0,0
217,2023-03-11 10:34:00,trios,worlds_edge,15,3.0,AetherealTea,wattson,haute_drop,0,0,0,144,96,0,0
217,2023-03-11 10:34:00,trios,worlds_edge,15,3.0,ksyron,valkyrie,,0,0,0,0,123,0,0
217,2023-03-11 10:34:00,trios,worlds_edge,15,3.0,NiFaLeM,fuse,,0,0,0,-1,122,0,0
218,2023-03-11 10:38:00,trios,worlds_edge,2,22.0,AetherealTea,wattson,electric_camo,2,0,4,1098,1217,0,2
218,2023-03-11 10:38:00,trios,worlds_edge,2,22.0,NiFaLeM,fuse,,0,0,0,16,79,0,0
218,2023-03-11 10:38:00,trios,worlds_edge,2,22.0,ksyron,horizon,,2,0,2,671,1049,0,0
219,2023-03-11 11:01:00,ranked,storm_point,17,3.0,AetherealTea,wattson,dire_wolf,0,2,0,292,94,0,0
219,2023-03-11 11:01:00,ranked,storm_point,17,3.0,ksyron,horizon,,2,0,2,135,94,0,0
219,2023-03-11 11:01:00,ranked,storm_point,17,3.0,NiFaLeM,fuse,,0,0,0,147,94,0,0
220,2023-03-11 11:05:00,ranked,storm_point,20,2.0,AetherealTea,wattson,kawaii_kitty,0,0,1,199,80,0,0
220,2023-03-11 11:05:00,ranked,storm_point,20,2.0,ksyron,horizon,,0,0,0,138,80,0,0
220,2023-03-11 11:05:00,ranked,storm_point,20,2.0,NiFaLeM,fuse,,0,0,0,45,80,0,0
221,2023-03-11 11:08:00,ranked,storm_point,16,3.0,AetherealTea,wattson,lightning_spirit,0,1,0,86,143,0,0
221,2023-03-11 11:08:00,ranked,storm_point,16,3.0,ksyron,valkyrie,,0,0,0,205,142,0,0
221,2023-03-11 11:08:00,ranked,storm_point,16,3.0,NiFaLeM,fuse,,1,0,1,105,143,1,0
222,2023-03-11 11:12:00,ranked,storm_point,15,4.0,AetherealTea,wattson,haute_drop,0,0,1,241,198,1,0
222,2023-03-11 11:12:00,ranked,storm_point,15,4.0,ksyron,valkyrie,,0,0,1,192,199,0,0
222,2023-03-11 11:12:00,ranked,storm_point,15,4.0,NiFaLeM,fuse,,0,0,0,36,199,0,0
223,2023-03-11 11:17:00,ranked,storm_point,15,4.0,AetherealTea,wattson,electric_camo,0,0,0,62,117,0,0
223,2023-03-11 11:17:00,ranked,storm_point,15,4.0,NiFaLeM,fuse,,0,0,0,129,153,0,0
223,2023-03-11 11:17:00,ranked,storm_point,15,4.0,ksyron,valkyrie,,0,0,2,131,172,0,0
224,2023-03-11 16:31:00,trios,broken_moon,7,7.0,AetherealTea,wattson,kawaii_kitty,0,0,0,108,330,0,0
224,2023-03-11 16:31:00,trios,broken_moon,7,7.0,Im not HIM,wraith,,0,0,1,129,323,0,0
224,2023-03-11 16:31:00,trios,broken_moon,7,7.0,Volarda,caustic,,0,0,0,88,288,0,0
225,2023-03-12 10:32:00,trios,worlds_edge,8,10.0,AetherealTea,wattson,,0,0,1,658,526,1,0
225,2023-03-12 10:32:00,trios,worlds_edge,8,10.0,ksyron,catalyst,,4,0,5,586,468,2,0
225,2023-03-12 10:32:00,trios,worlds_edge,8,10.0,NiFaLeM,fuse,,1,1,2,754,532,0,0
226,2023-03-12 10:42:00,trios,worlds_edge,18,4.0,AetherealTea,wattson,electric_camo,0,1,0,2,93,0,0
226,2023-03-12 10:42:00,trios,worlds_edge,18,4.0,ksyron,catalyst,,1,0,1,298,90,0,0
226,2023-03-12 10:42:00,trios,worlds_edge,18,4.0,NiFaLeM,fuse,,1,1,1,418,93,0,0
227,2023-03-12 10:46:00,trios,worlds_edge,10,4.0,AetherealTea,wattson,dire_wolf,2,0,2,288,199,0,0
227,2023-03-12 10:46:00,trios,worlds_edge,10,4.0,ksyron,catalyst,,0,0,0,187,127,0,0
227,2023-03-12 10:46:00,trios,worlds_edge,10,4.0,NiFaLeM,fuse,,1,1,1,154,199,0,0
228,2023-03-12 10:51:00,trios,worlds_edge,19,3.0,AetherealTea,wattson,kawaii_kitty,0,0,0,76,118,0,0
228,2023-03-12 10:51:00,trios,worlds_edge,19,3.0,NiFaLeM,fuse,,0,0,0,82,117,0,0
228,2023-03-12 10:51:00,trios,worlds_edge,19,3.0,ksyron,catalyst,,0,0,0,80,113,0,0
229,2023-03-12 10:55:00,ranked,storm_point,8,15.0,AetherealTea,wattson,lightning_spirit,3,2,3,648,821,1,0
229,2023-03-12 10:55:00,ranked,storm_point,8,15.0,ksyron,catalyst,,3,1,3,2,821,2,0
229,2023-03-12 10:55:00,ranked,storm_point,8,15.0,NiFaLeM,fuse,,0,3,1,750,821,0,0
230,2023-03-12 11:18:00,,,18,2.0,AetherealTea,wattson,,0,0,1,349,119,0,0
230,2023-03-12 11:18:00,,,18,2.0,NiFaLeM,fuse,,0,0,0,105,119,0,0
230,2023-03-12 11:18:00,,,18,2.0,ksyron,catalyst,,0,0,0,143,110,0,0
231,2023-03-12 11:21:00,ranked,broken_moon,13,7.0,AetherealTea,wattson,electric_camo,0,0,0,0,303,0,0
231,2023-03-12 11:21:00,ranked,broken_moon,13,7.0,ksyron,catalyst,,0,0,0,78,143,0,0
231,2023-03-12 11:21:00,ranked,broken_moon,13,7.0,NiFaLeM,fuse,,0,0,0,0,140,0,0
232,2023-03-12 11:28:00,ranked,broken_moon,17,3.0,AetherealTea,wattson,dire_wolf,0,1,0,248,116,0,0
232,2023-03-12 11:28:00,ranked,broken_moon,17,3.0,ksyron,catalyst,,1,0,2,297,115,0,0
232,2023-03-12 11:28:00,ranked,broken_moon,17,3.0,NiFaLeM,fuse,,0,0,0,30,86,0,0
233,2023-03-12 11:32:00,ranked,broken_moon,4,20.0,AetherealTea,wattson,kawaii_kitty,5,1,6,1009,924,1,0
233,2023-03-12 11:32:00,ranked,broken_moon,4,20.0,NiFaLeM,fuse,,1,2,1,-1,884,0,0
233,2023-03-12 11:32:00,ranked,broken_moon,4,20.0,ksyron,valkyrie,,1,3,2,780,1160,0,1
234,2023-03-12 11:53:00,ranked,broken_moon,9,10.0,AetherealTea,wattson,lightning_spirit,1,1,1,701,542,0,0
234,2023-03-12 11:53:00,ranked,broken_moon,9,10.0,ksyron,catalyst,,3,1,3,1000,542,0,0
234,2023-03-12 11:53:00,ranked,broken_moon,9,10.0,NiFaLeM,fuse,,0,2,0,215,542,1,0
235,2023-03-12 12:05:00,ranked,broken_moon,19,3.0,AetherealTea,wattson,haute_drop,0,0,0,131,112,0,0
235,2023-03-12 12:05:00,ranked,broken_moon,19,3.0,ksyron,catalyst,,0,0,0,65,112,0,0
235,2023-03-12 12:05:00,ranked,broken_moon,19,3.0,NiFaLeM,fuse,,0,0,0,0,76,0,0
236,2023-03-12 12:09:00,ranked,broken_moon,20,2.0,AetherealTea,wattson,electric_camo,0,0,0,94,74,0,0
236,2023-03-12 12:09:00,ranked,broken_moon,20,2.0,ksyron,catalyst,,0,0,0,0,72,0,0
236,2023-03-12 12:09:00,ranked,broken_moon,20,2.0,NiFaLeM,fuse,,0,0,0,60,73,0,0
237,2023-03-12 12:11:00,ranked,broken_moon,11,10.0,AetherealTea,wattson,dire_wolf,0,0,0,26,-1,1,0
237,2023-03-12 12:11:00,ranked,broken_moon,11,10.0,NiFaLeM,fuse,,0,0,0,0,327,0,0
237,2023-03-12 12:11:00,ranked,broken_moon,11,10.0,ksyron,catalyst,,0,0,0,0,500,0,0
238,2023-03-12 12:21:00,ranked,broken_moon,12,8.0,AetherealTea,wattson,kawaii_kitty,0,0,1,295,362,0,0
238,2023-03-12 12:21:00,ranked,broken_moon,12,8.0,ksyron,lifeline,,0,0,0,215,362,0,0
238,2023-03-12 12:21:00,ranked,broken_moon,12,8.0,NiFaLeM,fuse,,0,0,0,0,362,0,0
239,2023-03-12 12:29:00,ranked,broken_moon,2,23.0,AetherealTea,wattson,lightning_spirit,2,2,3,8,1257,0,0
239,2023-03-12 12:29:00,ranked,broken_moon,2,23.0,ksyron,lifeline,,3,0,4,1288,1266,1,2
239,2023-03-12 12:29:00,ranked,broken_moon,2,23.0,NiFaLeM,fuse,,0,1,1,644,1266,1,0
240,2023-03-12 12:52:00,ranked,broken_moon,16,4.0,AetherealTea,wattson,haute_drop,0,0,0,70,173,0,0
240,2023-03-12 12:52:00,ranked,broken_moon,16,4.0,ksyron,lifeline,,0,0,1,143,183,1,0
240,2023-03-12 12:52:00,ranked,broken_moon,16,4.0,NiFaLeM,fuse,,0,0,0,0,183,0,0
241,2023-03-12 12:57:00,ranked,broken_moon,18,3.0,AetherealTea,wattson,electric_camo,0,0,0,120,106,0,0
241,2023-03-12 12:57:00,ranked,broken_moon,18,3.0,ksyron,lifeline,,0,0,1,187,106,0,0
241,2023-03-12 12:57:00,ranked,broken_moon,18,3.0,NiFaLeM,fuse,,0,0,0,0,106,0,0
242,2023-03-12 13:00:00,ranked,broken_moon,5,14.0,AetherealTea,wattson,dire_wolf,0,0,0,45,780,0,2
242,2023-03-12 13:00:00,ranked,broken_moon,5,14.0,ksyron,lifeline,,0,0,1,204,784,0,0
242,2023-03-12 13:00:00,ranked,broken_moon,5,14.0,NiFaLeM,fuse,,0,0,0,126,784,0,0
243,2023-03-12 13:15:00,ranked,broken_moon,6,12.0,AetherealTea,wattson,kawaii_kitty,1,3,2,560,639,0,0
243,2023-03-12 13:15:00,ranked,broken_moon,6,12.0,ksyron,lifeline,,4,2,4,1203,632,2,0
243,2023-03-12 13:15:00,ranked,broken_moon,6,12.0,Karoana,wraith,,2,2,3,981,640,0,0
244,2023-03-12 13:28:00,ranked,broken_moon,10,8.0,AetherealTea,wattson,,0,2,0,371,438,0,0
244,2023-03-12 13:28:00,ranked,broken_moon,10,8.0,sitegarant,fuse,,2,1,2,343,438,0,0
244,2023-03-12 13:28:00,ranked,broken_moon,10,8.0,ksyron,lifeline,,1,0,1,206,413,0,0
245,2023-03-12 13:36:00,ranked,broken_moon,13,9.0,AetherealTea,wattson,haute_drop,1,0,1,434,461,1,0
245,2023-03-12 13:36:00,ranked,broken_moon,13,9.0,Tuppurware,octane,,0,1,1,725,421,0,2
245,2023-03-12 13:36:00,ranked,broken_moon,13,9.0,ksyron,lifeline,,1,0,1,204,461,2,0
246,2023-03-12 13:46:00,ranked,broken_moon,16,4.0,AetherealTea,wraith,,0,0,0,184,175,0,0
246,2023-03-12 13:46:00,ranked,broken_moon,16,4.0,xlll,lifeline,,0,0,0,181,175,0,0
246,2023-03-12 13:46:00,ranked,broken_moon,16,4.0,ksyron,catalyst,,0,0,2,280,175,0,0
247,2023-03-13 11:01:00,trios,broken_moon,19,3.0,AetherealTea,wraith,,1,1,1,218,77,0,0
247,2023-03-13 11:01:00,trios,broken_moon,19,3.0,ksyron,catalyst,,0,0,0,182,77,0,0
247,2023-03-13 11:01:00,trios,broken_moon,19,3.0,NiFaLeM,fuse,,1,1,1,156,76,0,0
248,2023-03-13 11:04:00,trios,broken_moon,4,13.0,AetherealTea,wraith,,3,3,3,1041,661,0,0
248,2023-03-13 11:04:00,trios,broken_moon,4,13.0,ksyron,valkyrie,,1,3,1,714,661,2,1
248,2023-03-13 11:04:00,trios,broken_moon,4,13.0,NiFaLeM,fuse,,2,1,2,503,661,0,0
249,2023-03-13 11:17:00,ranked,worlds_edge,5,16.0,AetherealTea,wattson,,2,0,3,799,825,0,1
249,2023-03-13 11:17:00,ranked,worlds_edge,5,16.0,ksyron,valkyrie,,1,0,1,472,97,0,0
249,2023-03-13 11:17:00,ranked,worlds_edge,5,16.0,NiFaLeM,fuse,,0,2,0,169,375,0,0
250,2023-03-13 11:33:00,ranked,worlds_edge,1,23.0,AetherealTea,wattson,dire_wolf,6,2,6,969,1306,1,0
250,2023-03-13 11:33:00,ranked,worlds_edge,1,23.0,ksyron,valkyrie,,4,2,6,1677,1306,0,0
250,2023-03-13 11:33:00,ranked,worlds_edge,1,23.0,NiFaLeM,fuse,,1,6,1,605,1306,0,0
251,2023-03-13 11:57:00,ranked,worlds_edge,20,2.0,AetherealTea,wattson,,0,0,0,33,-1,0,0
251,2023-03-13 11:57:00,ranked,worlds_edge,20,2.0,ksyron,valkyrie,,0,0,0,61,60,0,0
251,2023-03-13 11:57:00,ranked,worlds_edge,20,2.0,NiFaLeM,fuse,,0,0,0,17,70,0,0
252,2023-03-13 12:00:00,ranked,worlds_edge,1,16.0,AetherealTea,wattson,lightning_spirit,5,2,5,1141,889,0,0
252,2023-03-13 12:00:00,ranked,worlds_edge,1,16.0,NiFaLeM,fuse,,1,0,1,231,572,1,0
252,2023-03-13 12:00:00,ranked,worlds_edge,1,16.0,ksyron,valkyrie,,3,0,3,957,889,1,2
253,2023-03-13 12:17:00,ranked,worlds_edge,12,6.0,AetherealTea,wattson,,1,0,1,283,258,0,0
253,2023-03-13 12:17:00,ranked,worlds_edge,12,6.0,ksyron,valkyrie,,0,1,0,167,258,0,0
253,2023-03-13 12:17:00,ranked,worlds_edge,12,6.0,NiFaLeM,fuse,,0,0,1,5,257,0,2
254,2023-03-13 12:23:00,ranked,worlds_edge,13,5.0,AetherealTea,wattson,electric_camo,0,0,0,173,64,0,0
254,2023-03-13 12:23:00,ranked,worlds_edge,13,5.0,ksyron,valkyrie,,0,0,0,66,233,0,0
254,2023-03-13 12:23:00,ranked,worlds_edge,13,5.0,NiFaLeM,fuse,,0,0,2,55,75,1,0
255,2023-03-13 12:30:00,ranked,worlds_edge,7,17.0,AetherealTea,wattson,kawaii_kitty,0,0,1,401,721,0,0
255,2023-03-13 12:30:00,ranked,worlds_edge,7,17.0,ksyron,valkyrie,,0,0,0,585,741,0,0
255,2023-03-13 12:30:00,ranked,worlds_edge,7,17.0,NiFaLeM,fuse,,0,0,0,344,534,0,0
256,2023-03-13 12:48:00,ranked,worlds_edge,18,4.0,AetherealTea,wattson,lightning_spirit,0,0,0,56,147,0,0
256,2023-03-13 12:48:00,ranked,worlds_edge,18,4.0,ksyron,valkyrie,,0,0,1,75,147,0,0
256,2023-03-13 12:48:00,ranked,worlds_edge,18,4.0,NiFaLeM,fuse,,0,0,1,84,147,0,0
257,2023-03-14 11:20:00,ranked,storm_point,13,6.0,AetherealTea,wattson,haute_drop,1,2,1,415,265,0,0
257,2023-03-14 11:20:00,ranked,storm_point,13,6.0,ksyron,valkyrie,,2,1,4,727,278,1,0
257,2023-03-14 11:20:00,ranked,storm_point,13,6.0,NiFaLeM,fuse,,1,3,1,355,278,0,0
258,2023-03-14 11:26:00,ranked,storm_point,13,9.0,AetherealTea,wattson,electric_camo,1,2,1,549,443,2,0
258,2023-03-14 11:26:00,ranked,storm_point,13,9.0,ksyron,valkyrie,,2,0,2,281,444,0,0
258,2023-03-14 11:26:00,ranked,storm_point,13,9.0,NiFaLeM,fuse,,0,3,0,316,407,0,0
259,2023-03-14 11:37:00,ranked,storm_point,16,4.0,AetherealTea,wattson,,0,0,1,78,170,0,0
259,2023-03-14 11:37:00,ranked,storm_point,16,4.0,ksyron,valkyrie,,0,0,0,7,171,0,0
259,2023-03-14 11:37:00,ranked,storm_point,16,4.0,NiFaLeM,fuse,,0,0,0,0,153,0,0
260,2023-03-14 11:41:00,ranked,storm_point,14,4.0,AetherealTea,wattson,kawaii_kitty,0,0,0,106,83,0,0
260,2023-03-14 11:41:00,ranked,storm_point,14,4.0,ksyron,valkyrie,,1,0,1,230,172,0,0
260,2023-03-14 11:41:00,ranked,storm_point,14,4.0,NiFaLeM,fuse,,0,0,0,0,78,0,0
261,2023-03-14 11:46:00,ranked,storm_point,1,11.0,AetherealTea,wattson,lightning_spirit,0,2,0,361,575,0,0
261,2023-03-14 11:46:00,ranked,storm_point,1,11.0,NiFaLeM,fuse,,0,1,0,232,525,0,0
261,2023-03-14 11:46:00,ranked,storm_point,1,11.0,ksyron,lifeline,,3,0,4,740,577,0,1
262,2023-03-14 11:58:00,ranked,storm_point,5,16.0,AetherealTea,wattson,haute_drop,0,1,0,201,111,0,0
262,2023-03-14 11:58:00,ranked,storm_point,5,16.0,ksyron,lifeline,,3,0,3,410,908,1,2
262,2023-03-14 11:58:00,ranked,storm_point,5,16.0,NiFaLeM,fuse,,0,2,0,214,733,0,0
263,2023-03-14 12:15:00,ranked,storm_point,20,3.0,AetherealTea,wattson,electric_camo,1,0,1,42,111,0,0
263,2023-03-14 12:15:00,ranked,storm_point,20,3.0,ksyron,lifeline,,0,1,0,287,111,0,0
263,2023-03-14 12:15:00,ranked,storm_point,20,3.0,NiFaLeM,fuse,,0,0,0,206,112,0,0
264,2023-03-15 10:49:00,trios,storm_point,16,4.0,AetherealTea,wattson,kawaii_kitty,0,0,0,201,92,0,0
264,2023-03-15 10:49:00,trios,storm_point,16,4.0,ksyron,valkyrie,,0,0,0,109,93,0,0
264,2023-03-15 10:49:00,trios,storm_point,16,4.0,NiFaLeM,fuse,,0,0,0,0,93,0,0
265,2023-03-15 10:53:00,trios,storm_point,8,7.0,AetherealTea,wattson,,0,0,1,159,301,0,0
265,2023-03-15 10:53:00,trios,storm_point,8,7.0,ksyron,valkyrie,,0,0,0,0,309,0,0
265,2023-03-15 10:53:00,trios,storm_point,8,7.0,NiFaLeM,fuse,,0,0,0,52,309,0,0
266,2023-03-15 11:00:00,trios,storm_point,5,10.0,AetherealTea,wattson,haute_drop,0,0,0,46,506,0,0
266,2023-03-15 11:00:00,trios,storm_point,5,10.0,ksyron,valkyrie,,0,0,0,56,506,0,0
266,2023-03-15 11:00:00,trios,storm_point,5,10.0,NiFaLeM,fuse,,0,0,0,137,505,0,0
267,2023-03-15 11:10:00,ranked,broken_moon,10,7.0,AetherealTea,wattson,electric_camo,0,0,0,58,355,0,0
267,2023-03-15 11:10:00,ranked,broken_moon,10,7.0,ksyron,valkyrie,,0,0,0,272,355,0,0
267,2023-03-15 11:10:00,ranked,broken_moon,10,7.0,NiFaLeM,fuse,,0,0,0,68,355,0,0
268,2023-03-15 11:19:00,ranked,broken_moon,1,18.0,AetherealTea,wattson,dire_wolf,0,1,0,299,978,0,0
268,2023-03-15 11:19:00,ranked,broken_moon,1,18.0,NiFaLeM,fuse,,1,0,1,205,180,0,0
268,2023-03-15 11:19:00,ranked,broken_moon,1,18.0,ksyron,valkyrie,,5,0,6,985,978,0,2
269,2023-03-15 11:37:00,ranked,broken_moon,9,10.0,AetherealTea,wattson,kawaii_kitty,2,1,2,473,554,0,0
269,2023-03-15 11:37:00,ranked,broken_moon,9,10.0,ksyron,valkyrie,,2,0,3,841,550,0,0
269,2023-03-15 11:37:00,ranked,broken_moon,9,10.0,NiFaLeM,fuse,,0,2,0,262,554,0,0
270,2023-03-15 11:48:00,ranked,broken_moon,8,10.0,AetherealTea,wattson,,2,1,2,450,449,1,0
270,2023-03-15 11:48:00,ranked,broken_moon,8,10.0,ksyron,valkyrie,,0,3,0,251,432,1,0
270,2023-03-15 11:48:00,ranked,broken_moon,8,10.0,NiFaLeM,fuse,,1,0,1,55,473,0,0
271,2023-03-15 11:58:00,ranked,broken_moon,11,8.0,AetherealTea,wattson,haute_drop,0,0,0,274,419,0,0
271,2023-03-15 11:58:00,ranked,broken_moon,11,8.0,NiFaLeM,fuse,,0,0,0,152,386,0,0
271,2023-03-15 11:58:00,ranked,broken_moon,11,8.0,ksyron,valkyrie,,1,0,1,367,383,0,0
272,2023-03-15 12:11:00,ranked,broken_moon,8,15.0,AetherealTea,wattson,,0,0,0,163,500,0,1
272,2023-03-15 12:11:00,ranked,broken_moon,8,15.0,ksyron,valkyrie,,1,0,1,704,819,0,1
272,2023-03-15 12:11:00,ranked,broken_moon,8,15.0,NiFaLeM,fuse,,0,0,0,160,819,0,0
273,2023-03-15 13:24:00,ranked,broken_moon,5,17.0,AetherealTea,wattson,electric_camo,4,0,4,681,952,0,0
273,2023-03-15 13:24:00,ranked,broken_moon,5,17.0,ksyron,valkyrie,,2,1,2,759,938,0,0
273,2023-03-15 13:24:00,ranked,broken_moon,5,17.0,mofhgj,mad_maggie,,0,3,0,374,948,0,0
